,perm nm/us,perm std
./DNPC_di-C24-C26-1/awh-perm,0.27784491151504465,0.017154318960895917
./DGPC_di-C20-C22-1/awh-perm,0.4198229892132606,0.024324208313126552
./DOPC_di-C16-C18-1/awh-perm,0.9600082137637902,0.10681232678369473
./DYPC_di-C12-C14-1/awh-perm,1.9904035692645674,0.2731291813100469
