,satur index,sterol conc,particle,starting conf,compress,perm,perm err,thickness
195,0.4,0,S,gel,273.14039061665255,0.45302583213744374,0.20394972456609578,4.923243702238139
196,0.4,0,S,fluid,58.4317892738231,39.54310800714589,6.412969244954998,3.9277934840315964
197,0.2,0,S,gel,299.63072812102047,0.08064468894938422,0.04504352933881365,4.971229675964544
198,0.2,0,S,fluid,56.66705890231186,40.50297483371484,7.534988338513127,4.091610172275988
199,0.5,0,S,fluid_AWHk2k_pull10k_linear,,73.43642592704023,8.667964630797874,
200,0.5,0,S,fluid_smallerAWHk9k_pull99k,,79.97814823045694,11.720458764088475,
201,0.5,0,S,gel,253.99676949500346,0.21418792425895022,0.059900605877402514,4.886999571696549
202,0.5,0,S,fluid,58.61741306995453,48.31116146837268,8.721649487693888,3.8690306871423097
203,0.5,0,S,fluid_AWHk2k_pull4k,,82.00732844342484,15.490824705717925,
204,0.5,0,S,fluid_smallerAWHk1k_pull9k,,76.98721878158463,53.998348556123645,
205,0.5,0,S,fluid_AWHk2k_pull10k_linear_10psupdate,,20.511953681070196,7.1960844346002855,
206,0.5,0,S,fluid_AWHk2k_pull20k_linear,,43.39386447412643,19.73963297492737,
207,0.1,0,S,gel,328.42755721786534,0.08751176637823214,0.04486209574557419,4.979652332840459
208,0.1,0,S,fluid,56.13432021021871,32.53179607512494,6.344147139181028,4.205392006808321
