,perm nm/us,perm std
./DNPC_di-C24-C26-1/awh-perm,0.3114676378189613,0.016364928997763345
./DGPC_di-C20-C22-1/awh-perm,0.45578547838404804,0.037359971713225644
./DOPC_di-C16-C18-1/awh-perm,0.7910615067572866,0.07999241687106273
./DYPC_di-C12-C14-1/awh-perm,1.5192573201568815,0.16357621066228528
